start	end	text
1597080	1600080	within the manufacturing process.
1600080	1603080	So let me summarize all the key features
1603080	1607080	of the intelligent SMART OS function.
1607080	1610080	SMART OS makes operating the IQJET
1610080	1614080	simple, fast and absolutely reliable.
1614080	1617080	Any possible user operating errors
1617080	1619080	are reduced to a minimum.
1619080	1622080	All important functions are clearly organized
1622080	1625080	and selected without time-consuming navigation
1625080	1627080	in the operating menu.
1627080	1630080	The IQJET can be operated by anyone
1630080	1632080	right from the work-go.
1632080	1634080	There is no need for user training.
1634080	1637080	A big advantage is the simple integration
1637080	1641080	of the IQJET into any production environment.
1641080	1643080	Many available interfaces
1643080	1645080	and an integrated PLC
1645080	1647080	make everything quicker and easier
1647080	1649080	than ever before.
1649080	1651080	And when the IQJET is fully connected
1651080	1653080	you can test everything with the help
1653080	1655080	of the signal monitor
1655080	1658080	and the system is ready to go into operation.
1658080	1660080	Complicated was yesterday
1660080	1664080	and today is all about ease of use.
1664080	1666080	And this is exactly what we mean
1666080	1670080	by unmatched customer benefit.
1670080	1672080	So let's turn our attention
1672080	1675080	to the third intelligent assistant.
1675080	1678080	SMART EFFICIENCY.
1678080	1680080	SMART EFFICIENCY
1680080	1682080	ensures that the operating costs
1682080	1683080	of the IQJET
1683080	1686080	are reduced to an absolute minimum.
1686080	1689080	That resources and the environment
1689080	1690080	are respected
1690080	1692080	and that the user's well-being
1692080	1694080	is taken care of.
1694080	1697080	Let me show you how all this is possible.
1697080	1700080	With the integrated solvent recovery
1700080	1702080	evaporated solvent is condensed
1702080	1704080	from the mixing tank
1704080	1706080	and the ink return line
1706080	1708080	recovered back into the system.
1708080	1710080	SMART EFFICIENCY
1710080	1713080	also includes a one-of-a-kind eco mode.
1713080	1715080	The additional savings effects
1715080	1717080	made possible by this unique functionality
1717080	1718080	of the IQJET
1718080	1720080	should not be underestimated.
1720080	1722080	And Leibinger is the only one
1722080	1724080	who could offer this functionality.
1724080	1728080	Think of it like the engine start-stop functionality
1728080	1731080	that is now included on almost all cars.
1731080	1734080	When the IQJET is not in use
1734080	1737080	the ink circuit closes automatically
1737080	1739080	after a predetermined time.
1739080	1742080	This means that no solvent can evaporate
1742080	1744080	and escape into the environment.
1744080	1746080	SMART EFFICIENCY reduces
1746080	1749080	solvent consumption by up to 50%.
1749080	1751080	And this of course has a direct
1751080	1753080	and very positive impact
1753080	1755080	on operating costs.
1755080	1758080	Also, significantly less solvent
1758080	1760080	is released into the environment
1760080	1762080	for much better working conditions
1762080	1764080	and the best possible protection
1764080	1767080	of employee health and well-being.
1767080	1769080	SMART EFFICIENCY
1769080	1772080	not only minimizes solvent consumption
1772080	1776080	but it also saves a considerable amount of energy.
1776080	1778080	All components of the IQJET
1778080	1782080	are designed for lowest energy consumption.
1782080	1785080	The intelligently controlled pump
1785080	1787080	plays a major role here
1787080	1790080	as it is only operated intermittently.
1790080	1793080	Unlike conventional printers
1793080	1795080	where the pump runs continuously
1795080	1798080	with the IQJET it only switches on briefly
1798080	1800080	to fill a pressure tank.
1800080	1802080	This reduces the energy consumption
1802080	1804080	of the pump to a minimum
1804080	1808080	and it also maximizes the durability of the pump.
1808080	1811080	Thanks to SMART EFFICIENCY
1811080	1815080	the IQJET consumes only 36 watts on average.
1815080	1819080	Conventional printers need many times that.
1819080	1822080	The IQJET boasts the lowest energy consumption
1822080	1824080	on the market.
1824080	1828080	Now, moving on to our entirely new cartridge system
1828080	1831080	and I can rightly say
1831080	1834080	the best cartridge system in our industry.
1834080	1836080	Why?
1836080	1838080	Because no other system is easier,
1838080	1841080	no other system is quicker to replace
1841080	1845080	and no other system saves as much anything.
1845080	1850080	The new XXL cartridges can hold 950 milliliters
1850080	1855080	which means very large refills of ink and solvent.
1855080	1858080	If necessary, the quick loading system
1858080	1860080	allows the cartridges to be inserted
1860080	1862080	without getting mixed up.
1862080	1864080	This means that the ink and solvent cartridges
1864080	1868080	can only fit into the respective refill slot.
1868080	1871080	The type of consumable is also automatically checked
1871080	1874080	for consistency before refilling
1874080	1879080	and the operator is warned of any incorrect filling.
1879080	1881080	Thanks to the front access
1881080	1884080	and the special cartridge design
1884080	1887080	refilling the IQJET is quicker, easier
1887080	1889080	and more convenient than ever
1889080	1894080	and of course also during ongoing printing operation.
1894080	1898080	As mentioned earlier, changing cartridges is very easy
1898080	1901080	but to make it possible for anyone to do it
1901080	1904080	without training and interactive assistant
1904080	1908080	guides the operator through the process step by step.
1908080	1910080	Another new feature is that the cartridges
1910080	1914080	can be reordered via the integrated shop system
1914080	1918080	and added convenience in day-to-day operation.
1918080	1920080	Once the cartridges have been inserted,
1920080	1923080	the fluid is immediately emptied
1923080	1926080	into the internal storage tanks.
1926080	1930080	This extends the reserve runtimes to up to 50 hours
1930080	1933080	enough time to order consumables
1933080	1936080	even after the refill message on the display.
1936080	1941080	When I say emptied, I mean totally emptied.
1941080	1944080	Unlike most conventional CIG printers
1944080	1948080	where considerable amounts of ink remain in the cartridges,
1948080	1953080	our XXL cartridges empty down to the last drop of ink.
1953080	1957080	This saves money and the cartridges can simply be disposed of
1957080	1959080	in the residual waste,
1959080	1964080	otherwise it becomes expensive hazardous waste.
1964080	1966080	I'd like to summarize what makes
1966080	1971080	the smart efficiency intelligence assistance function so unique.
1971080	1975080	Smart efficiency saves our customers money every day.
1975080	1980080	The IQJETs operating costs are the lowest in the industry,
1980080	1984080	up to 50% less solvent consumption,
1984080	1986080	low energy costs,
1986080	1988080	and, very importantly,
1988080	1990080	the environment and the operator are protected
1990080	1993080	to the greatest possible extent.
1993080	1995080	Moreover, the new cartridge system
1995080	1999080	saves a lot of ink due to complete emptying
1999080	2001080	and the reserve runtimes of consumables
2001080	2004080	are an incredible 50 hours.
2004080	2007080	I don't like repeating myself, but I will anyway.
2007080	2012080	This is what we mean by maximum customer benefit.
2013080	2017080	We have talked about reducing operating costs to a minimum.
2017080	2022080	Now I would like to move on to the last of the four intelligent functions.
2025080	2027080	Thanks to smart care,
2027080	2034080	the new Leibinger IQJET needs no maintenance for five years.
2034080	2041080	That means five years printing, printing, printing with no maintenance.
2041080	2046080	This is achieved thanks to many technical innovations,
2046080	2048080	such as the new housing
2048080	2052080	with the increased protection against water and dust as standard,
2052080	2057080	use of the most durable and high quality components,
2057080	2060080	the new printhead with its precision parts
2060080	2063080	manufactured in the Leibinger production facilities
2063080	2066080	down to micron accuracy,
2066080	2071080	and the most intelligent hydraulic ink circulation system,
2071080	2077080	which ensures a much longer service life for the print pump and other components.
2077080	2082080	In addition, smart care offers the fully automated printhead refresh
2082080	2084080	at the touch of the button.
2084080	2088080	It removes ink related contamination from the printhead,
2088080	2091080	which could occur in extreme customer applications,
2091080	2096080	and it maintains the printhead in a safe and clean manner.
2096080	2101080	A fine spray solvent is directed from the gutter
2101080	2104080	to specific locations in the printhead.
2104080	2109080	The ink gutter moves up and down to remove any impurities.
2109080	2113080	Afterwards, a complete automatic drying takes place
2113080	2117080	and everything is impeccably clean and dry
2117080	2120080	without requiring any manual intervention
2120080	2124080	and without the operator coming into contact with cleaning fluid.
2124080	2127080	That is absolutely unique.
2127080	2132080	And when it's finally time for maintenance after five years,
2132080	2136080	customers are free to do it themselves if they wish.
2136080	2141080	Do it yourself or DIY maintenance is the catch word here.
2141080	2144080	And if we say this, we actually mean it.
2145080	2149080	Step by step, the operator is shown on the display
2149080	2151080	what they have to do.
2151080	2154080	Even unskilled workers can carry out the maintenance.
2154080	2157080	No special tools are necessary.
2157080	2162080	Yes, maintenance can be this easy with the IQJet.
2162080	2167080	Our customers greatly benefit from zero waiting times
2167080	2170080	for customer service, better planning,
2170080	2175080	and ultimately a real plus in production time.
2175080	2179080	Ladies and gentlemen, these four intelligent functions
2179080	2183080	make the IQJet the coding and marking system
2183080	2187080	with the lowest operating costs in the industry.
2187080	2190080	Let me give you a tangible example.
2190080	2193080	A manufacturer in the FMCG sector
2193080	2196080	with 5,000 production hours per year
2196080	2198080	and 400 prints per minute
2198080	2200080	with 20-character prints,
2200080	2202080	a typical application,
2202080	2207080	saves more than 1,360 euros in the first year alone.
2207080	2209080	Within eight years,
2209080	2212080	this adds up to almost 11,000 euros saved
2212080	2215080	compared to conventional Cij printers.
2215080	2218080	This makes the IQJet ideally suited
2218080	2221080	for cost-sensitive applications,
2221080	2223080	such as in the food and beverage sector
2223080	2226080	or in the FMCG segment in general.
2227080	2231080	It is the most versatile, cost-effective,
2231080	2236080	productive and durable coding and marking system in the world.
2236080	2239080	Finally, a coding and marking system
2239080	2242080	that gives customers consistent performance
2242080	2244080	without any intervention.
2244080	2248080	You install it and you almost forget.
2248080	2250080	Plug and print five years,
2250080	2255080	no maintenance in simply printing, printing, printing.
2255080	2258080	This is exactly what the four new
2258080	2260080	intelligent technologies were designed for
2260080	2263080	and what they guarantee.
2263080	2266080	Last but certainly not least,
2266080	2268080	I would like to briefly highlight
2268080	2271080	Liveanger Connect.
2271080	2276080	When the IQJet is connected to Liveanger Connect,
2276080	2278080	everything becomes easier
2278080	2281080	and, above all, even more efficient.
2281080	2283080	With Liveanger Connect,
2283080	2285080	the user is always well-informed
2285080	2288080	and has everything important in view,
2288080	2291080	whether the IQJet's current status,
2291080	2294080	previews of required actions such as
2294080	2297080	refill ink, the reach of consumables
2297080	2299080	or even the production output.
2299080	2303080	All information is displayed simply and clearly.
2303080	2306080	This also helps users react at an early stage
2306080	2308080	so that the production line does not come
2308080	2311080	to an unwanted standstill in the first place.
2311080	2315080	If wanted, the user can also be kept up to date
2315080	2317080	via push message, for example,
2317080	2319080	in the event of a malfunction.
2319080	2322080	In addition, historical data helps
2322080	2325080	identify and leverage any potential
2325080	2327080	for production optimization.
2327080	2330080	The modern cloud system is the
2330080	2332080	high performance platform
2332080	2335080	for all connected Liveanger printing systems,
2335080	2337080	regardless of whether they are connected
2337080	2340080	via LAN or cellular network.
2340080	2341080	Y, if required,
2341080	2345080	service partners can also be easily integrated.
2345080	2348080	They can access the IQJet data remotely
2348080	2350080	and provide targeted support
2350080	2353080	on all important service issues.
2353080	2356080	The use of Liveanger Connect
2356080	2360080	increases the productivity and efficiency
2360080	2363080	of all connected printers in day to day use
2363080	2366080	and provides the additional certainty
2366080	2369080	that everything is under control.
2369080	2371080	Ladies and gentlemen,
2371080	2373080	I'm at the end of my presentation
2373080	2375080	and now I hope you enjoy
2375080	2377080	our new product video.
2377080	2379080	Thank you very much.
2393080	2397080	Every great idea begins with a clear starting point.
2397080	2400080	Here lies the power of change,
2400080	2403080	of innovation.
2403080	2406080	A thought begins its journey,
2406080	2409080	simple and ingenious.
2409080	2415080	And the unimaginable becomes reality.
2415080	2417080	Time and time again,
2417080	2419080	we at Liveanger challenge the conventions
2419080	2421080	of an entire industry
2421080	2423080	and create solutions that are simpler,
2423080	2426080	smarter, more intelligent.
2426080	2429080	Introducing the new IQJet,
2429080	2431080	the very first intelligent coding
2431080	2433080	and marketing system worldwide.
2433080	2436080	Trouble-free printing guaranteed.
2436080	2437080	No matter what shape,
2437080	2440080	no matter what surface.
2443080	2445080	With IQ Print,
2445080	2448080	the most intelligent ink management.
2448080	2449080	When not in use,
2449080	2451080	IQ Print automatically closes
2451080	2452080	the print nozzle
2452080	2454080	and lets the ink continue to circulate.
2454080	2456080	No dry out, no clogging.
2456080	2458080	Also thanks to Liveanger's
2458080	2460080	unique print and refresh function
2460080	2461080	which removes impurities
2461080	2463080	at the press of a button.
2463080	2465080	IQ Print ensures instant start-up
2465080	2466080	every time
2466080	2468080	and stable, high-quantity printing.
2468080	2471080	Easy to use with Smart OS,
2471080	2474080	the IQJet's intuitive operating concept,
2474080	2476080	individually adjustable
2476080	2479080	and clearly visible.
2479080	2481080	Printing has never been this easy
2481080	2483080	or this cost-effective
2483080	2485080	because Smart Efficiency
2485080	2487080	minimizes not only your energy consumption,
2487080	2489080	it also achieves up to 50%
2489080	2491080	salt and recovery,
2491080	2493080	protecting your health and the environment
2493080	2496080	and saving money.
2496080	2499080	Just like the XXL cartridges,
2499080	2500080	they are quickly replaced
2500080	2503080	and emptied down to the last drop.
2503080	2504080	And finally,
2504080	2507080	we're introducing Smart Care,
2507080	2511080	printing 5 years without maintenance.
2511080	2514080	The new IQJet.
2514080	2519080	Intelligence on point.
2527080	2529080	Good afternoon everybody.
2529080	2531080	My name is Christophe Lopez.
2531080	2532080	I joined Liveanger
2532080	2534080	as Chief Commercial Officer
2534080	2536080	at the beginning of March.
2536080	2538080	I'm really happy to be here today
2538080	2540080	to be able to meet you
2540080	2543080	our customers and our partners.
2543080	2545080	I've made many appointments
2545080	2546080	with many of you,
2546080	2548080	but if this is not the case,
2548080	2550080	don't hesitate to reach out to me.
2550080	2551080	If you want to talk,
2551080	2553080	I'll be more than happy to share
2553080	2555080	and spend time with you.
2555080	2557080	I've been in the marketing and coding industry
2557080	2559080	for nearly 15 years,
2559080	2562080	including 12 years with Marketing Match,
2562080	2565080	where I held a multiple executive position
2565080	2567080	in sales and marketing,
2567080	2569080	as well as general management
2569080	2572080	of the main site in France.
2572080	2573080	Before that,
2573080	2575080	I was already in the industry
2575080	2577080	working for Everyday Nissan
2577080	2579080	and Honeywell.
2579080	2581080	I decided to join Liveanger
2581080	2584080	because it is structurally different
2584080	2586080	from the rest of the competitors,
2586080	2589080	being a private company
2589080	2591080	with strong values
2591080	2594080	and a great innovative mindset.
2594080	2596080	I really see great potential
2596080	2598080	for development in the coming years.
2598080	2600080	I can also tell you
2600080	2602080	that being part of the company now,
2602080	2604080	I'm even more impressed
2604080	2606080	about the people, the technology
2606080	2608080	and the mindset.
2608080	2610080	I'm particularly impressed
2610080	2612080	by how Liveanger
2612080	2615080	is changing the game in CIG.
2615080	2617080	CIG is a great technology
2617080	2620080	when it was invented 40 years ago.
2620080	2622080	It rechained the game
2622080	2625080	at the time in the marketing and coding industry
2625080	2629080	by allowing the printing of valuable data
2629080	2631080	on a large variety of substrates
2631080	2633080	at high production speeds.
2633080	2635080	That was a revolution
2635080	2637080	to guarantee the trustability
2637080	2639080	and the freshness of products.
2639080	2641080	The issue of CIG
2641080	2643080	from the start
2643080	2645080	was that it was a complex
2645080	2648080	and not very reliable technology.
2648080	2651080	Printers would eventually not start
2651080	2653080	or would stop unexpectedly
2653080	2656080	o would spilling on the floor
2656080	2658080	and quality of prints
2658080	2660080	would vary over time.
2660080	2663080	It would also be quite costly to operate
2663080	2665080	using large quantities of fluid
2665080	2668080	and a lot of spare parts.
2668080	2671080	The main CIG manufacturers
2671080	2673080	tried to solve these problems
2673080	2676080	by implementing incremental enhancement
2676080	2678080	to reduce these issues
2678080	2680080	but none of them really addressed
2680080	2682080	the problem at the core
2682080	2685080	and instead they deployed armies of technicians
2685080	2689080	to maintain and repair the machines.
2689080	2691080	But this is history now
2691080	2694080	with the launch of IQChat.
2694080	2697080	How would you, customers and partners
2697080	2699080	define the ultimate
2699080	2703080	marking and coding machine?
2703080	2706080	I believe whether you are a production manager,
2706080	2709080	a quality manager, maintenance manager,
2709080	2711080	even a finance manager
2711080	2714080	what you want is one single thing.
2714080	2717080	You want a printer that you install easily
2717080	2719080	and then that will print seamlessly
2719080	2723080	as needed without having to intervene.
2723080	2728080	You install it and you almost forget it.
2728080	2732080	Productivity and low operating cost.
2732080	2736080	Albert Einstein said the definition of genius
2736080	2738080	is taking the complex
2738080	2740080	and making it simple.
2740080	2742080	IQChat is the first printer
2742080	2744080	that is really changing the game
2744080	2746080	since the invention of CIG
2746080	2748080	based on two unique features
2748080	2750080	which are simple to understand
2750080	2755080	and yet extremely complex to implement.
2755080	2757080	The number one concept
2757080	2759080	is that the head is sealed.
2759080	2763080	Let me take an image.
2763080	2768080	Look at that kind of paint.
2768080	2770080	If it's sealed,
2770080	2773080	it can stay perfect for many years
2773080	2777080	but just open the trap
2777080	2780080	and it will dry in only a few hours.
2780080	2782080	With live in your IQChat,
2782080	2784080	the ink will never dry
2784080	2787080	and the viscosity will stay stable
2787080	2793080	allowing perfect operation in all conditions.
2793080	2797080	I would like to take a second image.
2797080	2800080	This is what I call the balloon concept.
2800080	2804080	The way the in-circuit works in IQChat
2804080	2807080	is that you inflate once
2807080	2810080	and then you just need to bring a small quantity of air
2810080	2813080	to keep it inflated over time.
2813080	2816080	That means that the entire system
2816080	2819080	is working only a small fraction of the time
2819080	2823080	and why the reliability of IQChat is unmatched.
2823080	2825080	The competitor's machine,
2825080	2827080	even the most recent ones,
2827080	2829080	are continuously pumping
2829080	2832080	to maintain pressure in the in-circuit
2832080	2834080	and therefore their printers
2834080	2837080	are going to fail early.
2837080	2840080	Whatever they say or whatever they do.
2840080	2842080	With these two principles,
2842080	2844080	the IQChat printer redefines
2844080	2847080	the market standards for reliability
2847080	2850080	and autonomy in marking and coding.
2850080	2853080	Its unique disruptive design
2853080	2856080	will transform the industry's experience
2856080	2859080	working with CIG.
2859080	2861080	100% clean,
2861080	2864080	seamless start and stops,
2864080	2867080	5-year operation
2867080	2869080	without schedule maintenance
2869080	2872080	and un parallel cost of a machine.
2872080	2874080	Plug and print,
2874080	2877080	the ultimate printing machine.
2877080	2880080	This is the CIG we invented.
2880080	2882080	And now I would like to introduce
2882080	2884080	Christophe Orish,
2884080	2886080	our director of sales EMEA
2886080	2888080	and HAPAC,
2888080	2891080	that will tell you how we plan to work together with you
2891080	2893080	to turn this great innovation
2893080	2896080	into a huge commercial success.
2896080	2899080	Thank you very much.
2899080	2902080	Gracias, Christophe.
2902080	2905080	Good afternoon, ladies and gentlemen.
2905080	2908080	Now that you have seen the smartest coding
2908080	2910080	and marking system in the industry,
2910080	2913080	please give me the chance to talk to you
2913080	2916080	about the go-to-market strategy for this product
2916080	2918080	and some relevant tools
2918080	2921080	that will help you expand your business success
2921080	2924080	together with the Lighting On.
2924080	2927080	For us, the introduction of the completely new platform
2927080	2930080	represents an important milestone,
2930080	2933080	a massive technological step
2933080	2936080	with strategic importance.
2936080	2938080	And to this extent,
2938080	2941080	we would like you to benefit from the IQChat
2941080	2944080	as a partner and customer.
2944080	2946080	With the IQChat,
2946080	2948080	we will, on the one hand,
2948080	2951080	address existing, convinced customers,
2951080	2954080	as well as penetrate new markets
2954080	2958080	to sustainably grow our market share.
2958080	2961080	With its competitive price point
2961080	2965080	and in combination with the exceptionally low operating cost,
2965080	2968080	the IQChat is the ideal coding marking system
2968080	2971080	for a very broad range of applications
2971080	2976080	in virtually all segments of modern manufacturing.
2976080	2978080	With this in mind,
2978080	2980080	we would be working with you
2980080	2982080	to target new customer segments
2982080	2985080	and communicate the IQChat benefit message
2985080	2988080	with high-level impact.
2988080	2991080	We have started worldwide marketing activities
2991080	2993080	as of immediately,
2993080	2995080	and we are supporting this process
2995080	2998080	by professional communication measures.
2998080	3001080	This means stepping up social media communication
3001080	3003080	and newsletters,
3003080	3006080	participating in trade fairs around the globe,
3006080	3009080	international PR work,
3009080	3012080	benefit-focused campaigns and promotions,
3012080	3015080	a key account customer roadshow,
3015080	3017080	and, last but not least,
3017080	3023080	we will be going after our potential customers directly.
3023080	3026080	We also have attractive point-of-sale packages
3026080	3028080	ready for you,
3028080	3030080	as well as in brochures, data sheets,
3030080	3032080	and website content, of course,
3032080	3036080	which you can easily integrate into your website.
3036080	3040080	So, everything you need to successfully introduce
3040080	3043080	the IQChat is now available.
3043080	3048080	Of course, we are relying on you, our partners.
3048080	3050080	Because only together with you
3050080	3052080	will we be able to drive the marketing
3052080	3054080	of the IQChat forward,
3054080	3057080	and we will be supporting you wherever necessary
3057080	3062080	so that we can achieve these goals together.
3062080	3065080	We will begin training your sales teams immediately
3065080	3068080	so that they can effectively communicate
3068080	3071080	the many benefits of the IQChat.
3071080	3073080	We will also train your service staff
3073080	3075080	to ensure that the installation
3075080	3077080	and predictive maintenance of the IQChat
3077080	3080080	runs smoothly.
3080080	3082080	We will be letting you know today
3082080	3086080	when the training sessions will be held.
3086080	3088080	Right after this event,
3088080	3091080	you will also find out the exact price positioning
3091080	3093080	of the IQChat.
3093080	3095080	At the same time,
3095080	3097080	the price point is extremely attractive,
3097080	3099080	and when you consider the fact
3099080	3101080	that the IQChat has the lowest operating costs
3101080	3103080	in the industry
3103080	3105080	and includes many useful functions,
3105080	3109080	the package really is unbeatable.
3109080	3112080	Overall, a completely new benchmark
3112080	3116080	for total cost of ownership.
3116080	3118080	So, let me now briefly explain
3118080	3121080	what's next on today's agenda.
3121080	3123080	Following the presentation,
3123080	3125080	our complete team will be available
3125080	3129080	to answer any questions you may still have.
3129080	3131080	Of course, you will also have an opportunity
3131080	3133080	to experience the new IQChat,
3133080	3135080	the new marketing materials,
3135080	3138080	and much more life.
3138080	3140080	We have set up a small marketplace
3140080	3144080	in this room and in the adjoining room.
3144080	3146080	The various market stations
3146080	3148080	cover different relevant subjects
3148080	3151080	of the market launch of the IQChat.
3151080	3154080	You will receive more technical information,
3154080	3156080	general product information,
3156080	3158080	as well as marketing information.
3158080	3160080	A detailed marketplace guide,
3160080	3162080	including a map,
3162080	3164080	showing the different stations
3164080	3166080	is available at both sides
3166080	3169080	exit of this room.
3169080	3171080	So, everything that is required
3171080	3173080	for a successful launch.
3173080	3175080	Of course, you can also try out
3175080	3177080	the IQChat yourself
3177080	3180080	and familiarize with it.
3180080	3182080	Some refreshments and finger food
3182080	3184080	will be available for you there
3184080	3186080	and we will start serving those
3186080	3189080	in a couple of minutes.
3189080	3191080	In the further course,
3191080	3193080	we will have the main course buffet
3193080	3195080	set up around 4.30 pm
3195080	3197080	and we should not miss
3197080	3200080	the additional surprise afterwards.
3200080	3202080	So, we really look forward
3202080	3204080	to spending a few more hours
3204080	3206080	to celebrate this important milestone
3206080	3209080	and with food, drinks, music
3209080	3212080	and lively conversations.
3212080	3214080	We are very much looking forward
3214080	3216080	to sharing ideas with you
3216080	3218080	at our marketplace on the product,
3218080	3220080	the business and beyond.
3220080	3222080	So, finally, thank you very much
3222080	3224080	for your attention.
